log_time,request_method,response_code,bytes_sent,source_ip
2025-12-10 13:43:33,GET,400,4530,192.168.231.212
2025-12-10 10:14:47,GET,400,4395,192.168.62.219
2025-12-10 11:12:53,DELETE,403,2135,192.168.189.120
2025-12-10 00:59:01,DELETE,201,2250,192.168.122.3
2025-12-10 10:45:57,DELETE,201,1926,192.168.239.167
2025-12-09 21:35:17,DELETE,201,250,192.168.250.186
2025-12-09 21:21:14,DELETE,200,4101,192.168.199.115
2025-12-10 09:58:15,POST,401,518,192.168.248.191
2025-12-10 13:32:39,POST,500,1547,192.168.91.62
2025-12-10 06:03:07,GET,200,2667,192.168.148.196
2025-12-09 17:13:55,PUT,403,1348,192.168.26.112
2025-12-09 15:56:43,POST,404,2123,192.168.9.142
2025-12-10 15:00:06,GET,401,4746,192.168.114.35
2025-12-10 05:43:26,DELETE,404,2863,192.168.79.122
2025-12-09 18:42:39,POST,200,1546,192.168.57.254
2025-12-09 21:40:09,DELETE,404,4980,192.168.41.216
2025-12-09 23:47:14,PUT,404,850,192.168.51.244
2025-12-10 14:55:59,GET,400,858,192.168.181.70
2025-12-10 08:15:59,POST,200,3024,192.168.1.64
2025-12-09 18:37:08,GET,403,4407,192.168.134.239
2025-12-10 04:41:29,GET,401,3918,192.168.237.185
2025-12-09 20:01:59,PUT,500,1381,192.168.146.110
2025-12-09 20:45:06,POST,200,549,192.168.84.215
2025-12-10 12:55:13,GET,400,2398,192.168.172.112
2025-12-10 07:07:29,PUT,400,3692,192.168.162.44
2025-12-09 21:37:05,POST,500,4843,192.168.168.36
2025-12-09 16:24:42,DELETE,404,671,192.168.34.212
2025-12-10 13:41:45,POST,401,1511,192.168.93.59
2025-12-10 10:45:07,POST,500,3326,192.168.110.72
2025-12-10 03:42:40,PUT,404,4324,192.168.109.80
2025-12-09 23:59:41,DELETE,404,2851,192.168.251.115
2025-12-10 13:22:51,DELETE,200,690,192.168.201.135
2025-12-09 19:28:06,POST,500,694,192.168.192.211
2025-12-09 20:54:35,GET,500,1418,192.168.168.227
2025-12-10 08:41:32,PUT,400,3905,192.168.142.16
2025-12-10 01:10:02,GET,400,516,192.168.142.167
2025-12-10 12:26:14,PUT,500,1242,192.168.220.242
2025-12-10 03:06:02,PUT,500,1304,192.168.73.63
2025-12-10 04:46:52,POST,400,692,192.168.27.18
2025-12-09 18:20:19,DELETE,404,1547,192.168.221.237
2025-12-10 10:12:27,POST,400,4570,192.168.58.209
2025-12-10 07:12:02,POST,400,4164,192.168.185.219
2025-12-10 10:16:37,PUT,201,367,192.168.218.237
2025-12-09 16:53:05,PUT,403,1556,192.168.80.12
2025-12-09 15:15:04,DELETE,201,1464,192.168.136.60
2025-12-09 20:37:18,DELETE,400,2925,192.168.169.154
2025-12-09 17:58:32,DELETE,201,2417,192.168.117.161
2025-12-10 05:47:52,PUT,400,4579,192.168.84.67
2025-12-09 20:21:42,DELETE,200,4300,192.168.50.70
2025-12-10 11:13:10,GET,200,3488,192.168.14.178
2025-12-10 03:30:04,DELETE,201,446,192.168.27.53
2025-12-10 14:16:06,PUT,403,2938,192.168.170.209
2025-12-09 18:26:07,PUT,404,4893,192.168.182.29
2025-12-10 02:37:36,DELETE,200,319,192.168.23.198
2025-12-09 19:33:59,POST,200,2620,192.168.111.117
2025-12-10 04:59:16,GET,401,2122,192.168.194.170
2025-12-10 00:01:36,POST,400,3021,192.168.95.224
